19691	el	DET	_	DET	_	_
14906	la	DET	_	DET	_	_
5547	los	DET	_	DET	_	_
4026	un	DET	_	DET	_	_
3481	las	DET	_	DET	_	_
3389	una	DET	_	DET	_	_
2970	su	DET	_	DET	_	_
1039	sus	DET	_	DET	_	_
717	este	DET	_	DET	_	_
601	esta	DET	_	DET	_	_
227	otros	DET	_	DET	_	_
227	otras	DET	_	DET	_	_
216	cada	DET	_	DET	_	_
214	ese	DET	_	DET	_	_
189	estos	DET	_	DET	_	_
188	todo	DET	_	DET	_	_
185	todos	DET	_	DET	_	_
178	unos	DET	_	DET	_	_
170	cualquier	DET	_	DET	_	_
159	mi	DET	_	DET	_	_
147	varios	DET	_	DET	_	_
146	otro	DET	_	DET	_	_
134	toda	DET	_	DET	_	_
121	esa	DET	_	DET	_	_
120	estas	DET	_	DET	_	_
117	algunos	DET	_	DET	_	_
115	todas	DET	_	DET	_	_
104	otra	DET	_	DET	_	_
97	the	DET	_	DET	_	_
95	varias	DET	_	DET	_	_
93	muchos	DET	_	DET	_	_
76	muchas	DET	_	DET	_	_
76	algunas	DET	_	DET	_	_
72	unas	DET	_	DET	_	_
62	nuestra	DET	_	DET	_	_
57	ningún	DET	_	DET	_	_
54	esos	DET	_	DET	_	_
48	dicha	DET	_	DET	_	_
46	alguna	DET	_	DET	_	_
41	cuya	DET	_	DET	_	_
38	nuestros	DET	_	DET	_	_
38	mucha	DET	_	DET	_	_
38	ambos	DET	_	DET	_	_
36	cuyo	DET	_	DET	_	_
35	nuestro	DET	_	DET	_	_
35	algún	DET	_	DET	_	_
32	esas	DET	_	DET	_	_
31	pocos	DET	_	DET	_	_
31	ninguna	DET	_	DET	_	_
30	tu	DET	_	DET	_	_
29	dicho	DET	_	DET	_	_
22	poco	DET	_	DET	_	_
22	diversas	DET	_	DET	_	_
22	aquellos	DET	_	DET	_	_
21	ambas	DET	_	DET	_	_
19	qué	DET	_	DET	_	_
18	mis	DET	_	DET	_	_
18	aquella	DET	_	DET	_	_
16	poca	DET	_	DET	_	_
16	mucho	DET	_	DET	_	_
16	ciertos	DET	_	DET	_	_
15	aquel	DET	_	DET	_	_
13	aquellas	DET	_	DET	_	_
12	ciertas	DET	_	DET	_	_
12	a	DET	_	DET	_	_
10	éste	DET	_	DET	_	_
10	tus	DET	_	DET	_	_
10	tanto	DET	_	DET	_	_
10	que	DET	_	DET	_	_
10	dichas	DET	_	DET	_	_
10	cuyas	DET	_	DET	_	_
9	le	DET	_	DET	_	_
9	dichos	DET	_	DET	_	_
8	ésta	DET	_	DET	_	_
8	tantos	DET	_	DET	_	_
8	nuestras	DET	_	DET	_	_
8	l'	DET	_	DET	_	_
8	diversos	DET	_	DET	_	_
7	cuyos	DET	_	DET	_	_
7	cierta	DET	_	DET	_	_
7	bastantes	DET	_	DET	_	_
6	pocas	DET	_	DET	_	_
6	cierto	DET	_	DET	_	_
5	tantas	DET	_	DET	_	_
5	tal	DET	_	DET	_	_
5	cuantas	DET	_	DET	_	_
5	bastante	DET	_	DET	_	_
4	les	DET	_	DET	_	_
4	des	DET	_	DET	_	_
3	vuestra	DET	_	DET	_	_
3	tanta	DET	_	DET	_	_
3	tales	DET	_	DET	_	_
3	sendas	DET	_	DET	_	_
3	o	DET	_	DET	_	_
3	ningun	DET	_	DET	_	_
3	den	DET	_	DET	_	_
3	aquél	DET	_	DET	_	_
3	all	DET	_	DET	_	_
2	éstos	DET	_	DET	_	_
2	éstas	DET	_	DET	_	_
2	suyo	DET	_	DET	_	_
2	my	DET	_	DET	_	_
2	muchísimas	DET	_	DET	_	_
2	la	DET	_	DET	_	_
2	el	DET	_	DET	_	_
2	demasiado	DET	_	DET	_	_
2	cuál	DET	_	DET	_	_
2	cuantos	DET	_	DET	_	_
1	las	DET	_	DET	_	_
1	la	DET	_	DET	_	_
1	el	DET	_	DET	_	_
1	what	DET	_	DET	_	_
1	vuestro	DET	_	DET	_	_
1	vuestras	DET	_	DET	_	_
1	vaya	DET	_	DET	_	_
1	varías	DET	_	DET	_	_
1	vaarios	DET	_	DET	_	_
1	uno	DET	_	DET	_	_
1	une	DET	_	DET	_	_
1	suyas	DET	_	DET	_	_
1	sendos	DET	_	DET	_	_
1	s.	DET	_	DET	_	_
1	plas	DET	_	DET	_	_
1	perino	DET	_	PROPN	Gender=Masc|Number=Sing	nmod
1	our	DET	_	DET	_	_
1	os	DET	_	DET	_	_
1	muchisimas	DET	_	DET	_	_
1	mes	DET	_	DET	_	_
1	lso	DET	_	DET	_	_
1	ls	DET	_	DET	_	_
1	lo	DET	_	DET	_	_
1	kentrocapros	DET	_	PROPN	Gender=Masc|Number=Sing	nmod
1	johnson	DET	_	PROPN	Number=Sing	nmod
1	estós	DET	_	DET	_	_
1	era	DET	_	DET	_	_
1	ela	DET	_	DET	_	_
1	e	DET	_	DET	_	_
1	distintas	DET	_	DET	_	_
1	die	DET	_	DET	_	_
1	der	DET	_	DET	_	_
1	demás	DET	_	DET	_	_
1	demasiadas	DET	_	DET	_	_
1	demasiada	DET	_	DET	_	_
1	demas	DET	_	DET	_	_
1	del	DET	_	DET	_	_
1	de	DET	_	DET	_	_
1	da	DET	_	DET	_	_
1	cuán	DET	_	DET	_	_
1	cuàles	DET	_	DET	_	_
1	cuan	DET	_	DET	_	_
1	as	DET	_	DET	_	_
1	apenas	DET	_	DET	_	_
1	alguno	DET	_	DET	_	_
1	algun	DET	_	DET	_	_
1	ae	DET	_	DET	_	_
